address,bedrooms,bathrooms,parking_spaces,air_conditioning,rent,availability,feature,description,extraction_date
"12/10 Mitchell St,, Dartmouth, Nova Scotia, B3A 3C9",2,1,None,No,,,"Unit, 2 bed, 1 bath, Pet Friendly, Open Parking Spaces, Fridge, On Site Laundry, Small Pet Friendly, Stove",,2024-03-15
"403/3 Shore Road,, Bedford, Nova Scotia, B4A 4B4",2,1,None,No,,,"Unit, 2 bed, 1 bath, Furnished, Basin View, Bright, Bright & Spacious, Dishwasher, Fridge, Furnished, Great Location, Large Windows, Microwave, Non Smoking, Parking, Stove, Washer/ Dryer",,2024-03-15
"63 Silver Maple Drive,, Timberlea, Nova Scotia, B3T 1G6",4,1.5,None,No,,,"House, 4 bed, 1.5 bath, Pet Friendly, 5 Appliances, Deck, Fenced Backyard, Master Ensuite & Walk-in, Paved Drivway, Rec Room, Storage, Walking Distance to Shool"," – Nice Semi-Detached Home in Timberlea! Featuring 4 Bedrooms (1 in Basement) and 1.5 Baths. On the Main Floor you will find Eat in Kitchen with Patio Doors to Back Deck/Yard, spacious Living Room, 3 Bedrooms including a Master with walk in closet & cheater Ensuite and the 1/2 Bath off Kitchen.,Downstairs offers more living space with a nice Rec Room, 4th Bedroom, Storage and Laundry. All 5 appliances are included and you will enjoy a nice fenced back yard that is great for children or pets, a paved driveway and easy walking access to Beechville and Half Mile Lake is just a few steps down the street from this lovely property!",2024-03-15
"109/5839 Cunard Street,, Halifax, Nova Scotia, B3K 0B9",1,1,None,Yes,,,"Unit, 1 bed, 1 bath, Air Conditioning, Alarm System, Ensuite, Pet Friendly, Secure Parking, Dishwasher, Gym, Courtyard, Outdoor Entertaining, Ducted Heating, Ducted Cooling, Amazing Location, Courtyard, Custom Shower, Double Closets, Double Sinks, Gourmet Kitchen, Gym, Hardwood floors, Large Foyer, Open Concept, Parking, Private Patioi, Soaker Tub, Social/Meeting Room, Stainless Steel Appliances, Tasteful Decor",,2024-03-15
"7/356 Shore Drive,, Bedford, Nova Scotia, B4A 2C6",2,1,None,No,,,"Townhouse, 2 bed, 1 bath, Pet Friendly, Dishwasher, Balcony, Ducted Heating, Ducted Cooling, 2 Level Unit, Balcony, Dishwasher, Fridge & stove, Great Location, Includes Water & Cable/Internet, Oak Cabinets, Parking, Pet Friendly, Washer/ Dryer","
,
,
,
,
,
,
",2024-03-15
"10 Abrams Way,, Halifax, Nova Scotia, B3P 2S1",3,1.5,None,No,,,"House, 3 bed, 1.5 bath, Pet Friendly, Deck, Backyard, Fridge & stove, Heat Pumps, Large Deck, Nice Neighbourhood, Paved Driveway, Pet Friendly, Rec Room, Washer/ Dryer"," This lovely 3 Bedroom single family home is perfect for professional couple or small/young family!  Good things come in small packages ~ Bright & cheerful with some nice upgrades throughout. The main level features the Living Room that opens into an Eat-in Kitchen with a door to a large deck, one Bedroom and 1/2 Bath. The lower level features a cozy Rec Room, 2 Bedrooms, Full Bath and Storage.,Washer & Dryer in Laundry room, paved Driveway and situated on a nice lot with front & back yard ~ this home that’s been well cared for and is located in a nice, family friendly neighbourhood of Spryfield!,*Electric heat + 2 heat pumps (one on each level), average $250 per month for utilities,*1 Pet upon approval,*NO Smoking",2024-03-15
"64 Montebello Avenue,, Dartmouth, Nova Scotia, B2X 3J9",3,1.5,None,No,,,"Duplex Semi-detached, 3 bed, 1.5 bath, Pet Friendly, Deck, Finished Basement, Fridge, Great Location, Large Fenced Backyard, Near Great Schools, Spacious, Stove, Washer/ Dryer",,2024-03-15
"A/30 Wildwood Boulevard,, Dartmouth, Nova Scotia, B2W 2L8",3,2,1,No,,,"House, 3 bed, 2 bath, 1 Parking Spaces, Pet Friendly, Garage, Dishwasher, Deck, Dishwasher, Fenced Yard, Fridge & stove, Garage, Great Neighbourhood, Large Deck, Modern Finishes, Parking x 2, Renovated, Washer/ Dryer","Prepare to fall in love with this unique home! It looks small but this property has , (2 up, 1 on main) and 2 full bathrooms, plus space for all to move around! Beautifully renovated with modern finishes throughout, you’ll love the eat in kitchen, the convenience of 5 Appliances, large front deck, fenced back yard, spacious garage and double driveway!,This quiet, family oriented neighborhood is only a few minutes to Cole Harbour Place and all shopping and amenities. You can enjoy the trails around nearby Cranberry Lake with quick access to basketball and tennis courts.",2024-03-15
"32 Russell Lake Drive,, Dartmouth, Nova Scotia, B2W 6J2",3,2.5,None,No,,,"House, 3 bed, 2.5 bath, Pet Friendly, Deck, Shed, Deck, Dishwasher, End Unit Townhouse, Finished Basement, Fridge, Oak Cabinets, Open Concept, Partially Fenced Yard, Shed, Storage, Stove","Features 3 Bedrooms, 2.5 Baths with open concept living, dining into large kitchen with fridge, stove & dishwasher and oak cabinetry.,Nicely finished & bright throughout with finished basement and lots of storage. Great curb appeal with a partially fenced yard, deck and shed.,This rental is a , property – No smoking on the property anywhere. It’s close to all amenities of Bakers Drive & Portland Street in Dartmouth, near great trails, good schools and on transit route.",2024-03-15
"21 Stefanie Lane,, Middle Sackville, Nova Scotia, B4E 0A4",3,2.5,None,No,,,"House, 3 bed, 2.5 bath, Dishwasher, Ducted Heating, Ducted Cooling, 3 Levels, 5 Appliances, Deck, Hardwood floors, Oak Cabinets, Paved Driveway, Quiet Cul de Sac, Yard",,2024-03-15
"Main Floor/255 Victoria Road,, Bridgewater, Nova Scotia, B4V 2N8",2,1,None,No,,,"Unit, 2 bed, 1 bath, Appliances, Great Location, Large Closets, Lots of Natural Light, Outdoor Space, Renovated, Spacious","
,
",2024-03-15
"Main/208 School Street,, Dartmouth, Nova Scotia, B3A 2Y2",1,1,None,No,,,"Flat, 1 bed, 1 bath, Pet Friendly, Deck, Deck, Fridge & stove, Great Location, Washer/ Dryer",,2024-03-15
"1/3 Westbrook Avenue,, Dartmouth, Nova Scotia, B3A 1R5",2,1,None,No,,,"Apartment, 2 bed, 1 bath, Pet Friendly, Open Parking Spaces, Dishwasher, Deck, 2 Electric Fireplaces, 5 Appliances, Bright, Bus Route, Deck, Green Space, Hardwood floors, Parking, Quiet Street, Spacious"," This is very large ,in 7 unit building. Located on the main level, this unit offers an abundance of natural light with endless character & charm and nice hardwood floors.,It features a lovely kitchen with lots of cupboards/storage, a Fridge, Stove, Dishwasher,  dining room and a huge living room with gorgeous dark woodworking. Also, both bedrooms are spacious with an updated full bath with stackable washer & dryer.,There are 2 electric fireplaces a private deck overlooking the treed backyard space and their own parking space.,
,
,
,
",2024-03-15
"1650 Larch Street,, Halifax, Nova Scotia, B3H 3X1",3,2,None,No,,,"Flat, 3 bed, 2 bath, Ensuite, Back yard, Balcony, Deck, Detached garage, Dishwasher, Fridge, Garage, Hardwood floor, Parking, Storage, Stove, Washer and Dryer",,2024-03-15
"1109/31 Kings Wharf Place,, Dartmouth, Nova Scotia, B2Y 0C1",2,2,None,No,,,"Unit, 2 bed, 2 bath, Alarm System, Secure Parking, Gym, Deck","Delight in the beautiful chef’s kitchen with stainless steel appliances including Fridge, Stove & Dishwasher and in unit Washer & Dryer. Open concept layout with laminate and tile floors and modern finishes throughout. Master Bedroom with spacious walk-in closet, trendy bathrooms and corner patio with views of Dartmouth & Halifax.,Enjoy the lifestyle , offers its residents… Underground parking space, large storage locker, Social Room, Guest Suite, Gym, Bike Storage Room. Restaurants & cafe on site, water taxi and walking distance to all downtown amenities.,
,
,
,
,
,
,
",2024-03-15
"Upper/208 School Street,, Dartmouth, Nova Scotia, B3A 2Y2",1,1,None,No,,,"Flat, 1 bed, 1 bath, Pet Friendly, Deck, Deck, Great Location, Pet Friendly, Stainless Steel Appliances",,2024-03-15
"Main/105 Hawthorne Street,, Dartmouth, Nova Scotia, B2Y 2Z1",2,1,None,No,,,"Flat, 2 bed, 1 bath, Pet Friendly, Open Parking Spaces, Deck, Deck, Dishwasher, Electric Heat, Fridge, Hardwood floor, Parking, Pet Friendly, Stove, Tile Floor, Washer and Dryer",,2024-03-15
"B/69 Rose Street,, Dartmouth, Nova Scoita, B3A 2T8",1,1,None,No,,,"Unit, 1 bed, 1 bath, 1 Rooms, Pet Friendly, 1BR + Den, Backyard, In Unit Laundry, Large Private Deck, Parking, Renovated, Shed",,2024-03-15
"Main/69 Rose Street,, Dartmouth, Nova Scoita, B3A 2T8",1,1,None,No,,,"Unit, 1 bed, 1 bath, 1 Rooms, Pet Friendly, Courtyard, Backyard, In Unit Laundry, New Laminate, Parking, Renovated, Shed, Stand Up Shower",,2024-03-15
"19 Stefanie Lane,, Middle Sackville, Nova Scotia, B4E 0A4",3,2.5,None,No,,,"House, 3 bed, 2.5 bath, Dishwasher, Ducted Heating, Ducted Cooling, 3 Levels, 5 Appliances, Deck, Hardwood floors, Oak Cabinets, Paved Driveway, Quiet Cul de Sac, Yard",,2024-03-15
"1/10 Mitchell St,, Dartmouth, Nova Scotia, B3A 3C9",2,1,None,No,,,"Serviced Apartment, 2 bed, 1 bath, Pet Friendly, Fridge, Fully Renovated, Near Downtown Dartmouth, On Site Laundry, Small Pet Friendly, Stove",,2024-03-15
"8/27 Beaver Crescent,, Cole Harbour, Nova Scotia, B2V 1C8",2,1,None,No,,,"Flat, 2 bed, 1 bath, Pet Friendly, Back yard, Balcony, Deck, Electric Heat, Fridge, Laminate floor, Parking, Small Pet Friendly, Stove, Washer and Dryer",,2024-03-15
"33A Pine Street,, Dartmouth, Nova Scotia, B2Y 2W6",2,2,None,No,,,"House, 2 bed, 2 bath, Pet Friendly, Deck, Dishwasher, Electric Heat, Fridge, Hardwood floor, Microwave, Parking, Pet Friendly, Stove, Washer and Dryer",,2024-03-15
"B/33 Pine Street,, Dartmouth, Nova Scotia, B2Y 2W6",2,2,None,No,,,"Townhouse, 2 bed, 2 bath, Pet Friendly, Balcony, Deck, Deck, Dishwasher, Electric Heat, Fridge, Hardwood floor, Microwave, Parking, Pet Friendly, Stove, Washer and Dryer",,2024-03-15
"1404 Hwy 331,, Pleasantville, Nova Scotia, B0R 1G0",3,1,2,Yes,,,"House, 3 bed, 1 bath, 2 Parking Spaces, Air Conditioning, Pet Friendly, 2 Garage, 2 Open Parking Spaces, Remote Garage, Dishwasher, Outdoor Entertaining, 5 Appliances, Country Kitchen, Dbl Garage, Large Yard, Parking, Rec Room, Storage, Workshop",,2024-03-15
"133 The Point Rd,, Blue Rocks, Nova Scotia, B0J 2C0",3,2,None,No,,,"House, 3 bed, 2 bath, Furnished, Dishwasher, Deck, Barbecue, Internet Inc., Jacuzzi tub, Ocean views, Oil heating",,2024-03-15
"1648 Larch Street,, Halifax, Nova Scotia, B3H 3X1",3,1,None,No,,,"Flat, 3 bed, 1 bath, Back yard, Balcony, Deck, Detached garage, Dishwasher, Fridge, Garage, Hardwood floor, Parking, Small Pet Friendly, Storage, Stove, Washer and Dryer",,2024-03-15
"1594 Larch Street,, Halifax, Nova Scotia, B3H 3W8",3,1,None,No,,,"Flat, 3 bed, 1 bath, Pet Friendly, Balcony, Back yard, Balcony, Deck, Fenced Yard, Fridge, Front porch, Hardwood floor, Oil heat, Parking, Small Pet Friendly, Storage, Washer and Dryer",,2024-03-15
"1596 Larch Street,, Halifax, Nova Scotia, B3H 3W8",3,1,None,No,,,"House, 3 bed, 1 bath, Back yard, Balcony, Deck, Dishwasher, Fenced Yard, Fridge, Front porch, Hardwood floor, Oil heat, Parking, Small Pet Friendly, Storage, Stove, Washer and Dryer",,2024-03-15
"1 Nowlan Street,, Dartmouth, Nova Scotia, B2Y 2Z4",3,1.5,None,No,,,"Townhouse, 3 bed, 1.5 bath, Pet Friendly, Furnished, Spa, Balcony, Deck, Courtyard, Back yard, Deck, Dishwasher, Electric Heat, Fenced Yard, Finished rec room, Fridge, Laminate floor, Pet Friendly, Stove, Washer and Dryer, Water views",,2024-03-15
"B/31 Pine Street,, Dartmouth, Nova Scotia, B2Y 2W6",2,1,None,No,,,"Townhouse, 2 bed, 1 bath, Pet Friendly, Deck, Dishwasher, Electric Heat, Ensuite bathroom, Fridge, Hardwood floor, Parking, Pet Friendly, Stove, Washer and Dryer",,2024-03-15
"3/27 Beaver Crescent,, Cole Harbour, Nova Scotia, B2V 1C8",2,1,None,No,,,"Flat, 2 bed, 1 bath, Pet Friendly, Open Parking Spaces, Back yard, Balcony, Deck, Electric Heat, Fridge, Laminate floor, Parking, Small Pet Friendly, Stove, Washer and Dryer",,2024-03-15
"4/27 Beaver Crescent,, Cole Harbour, Nova Scotia, B2V 1C8",1,1,None,No,,,"Flat, 1 bed, 1 bath, Pet Friendly, Back yard, Balcony, Deck, Electric Heat, Fridge, Laminate floor, Parking, Small Pet Friendly, Stove, Washer and Dryer",,2024-03-15
"27 Beaver Crescent,, Cole Harbour, Nova Scotia, B2V 1C8",1,1,None,No,,,"Flat, 1 bed, 1 bath, Pet Friendly, Back yard, Balcony, Deck, Electric Heat, Fridge, Laminate floor, Parking, Small Pet Friendly, Stove, Washer and Dryer",,2024-03-15
"9/27 Beaver Crescent,, Cole Harbour, Nova Scotia, B2V 1C8",1,1,None,No,,,"Flat, 1 bed, 1 bath, Pet Friendly, Back yard, Balcony, Deck, Electric Heat, Fridge, Laminate floor, Parking, Small Pet Friendly, Stove, Washer and Dryer",,2024-03-15
"10 Mitchell St,, Dartmouth, Nova Scotia, B3A 3C9",2,1,None,No,,,"Serviced Apartment, 2 bed, 1 bath, Pet Friendly, Fridge, Hardwood floor, On Site Laundry, Parking, Stove",,2024-03-15
"1/220 Prince Arthur,, Dartmouth, Nova Scotia, B2Y 3K3",2,1,None,No,,,"Unit, 2 bed, 1 bath, Pet Friendly, Open Parking Spaces, Bright & Spacious, Fridge & stove, On Site Laundry, Parking, Small Pet Friendly",,2024-03-15
"34 Coldstream Run,, Dartmouth, Nova Scotia, B2W 0A3",3,2,None,No,,,"House, 3 bed, 2 bath, 2 Toilet, Pet Friendly, Back yard, Balcony, Deck, Dishwasher, Ensuite bathroom, Fridge, Front porch, Garage, Hardwood floor, Natural gas heat, Stove, Walk in closet, Washer and Dryer",,2024-03-15
"5819 Gainsborough Place,, Halifax, Nova Scotia, B3K 5S1",3,1.5,None,No,,,"House, 3 bed, 1.5 bath, Balcony, Dishwasher, Electric Heat, Finished rec room, Fridge, Small Pet Friendly, Stove, Underground parking, Washer and Dryer, Water views",,2024-03-15
"3703 Lynch Street,, Halifax, Nova Scotia, B3K 3L3",3,2,None,No,,,"House, 3 bed, 2 bath, Pet Friendly, Open Parking Spaces, Deck, Back yard, Deck, Electric Heat, Ensuite bathroom, Fridge, Pet Friendly, Stove, Washer and Dryer",,2024-03-15
"15 Pelzant Street,, Dartmouth, Nova Scotia, B3A 3B1",3,2.5,None,No,,,"House, 3 bed, 2.5 bath, Deck, Dishwasher, Electric Heat, Fenced Yard, Fridge, Front porch, Heat pump, Mud room, Pet Friendly, Stove, Washer and Dryer",,2024-03-15
"401 Portland Street,, Dartmouth, Nova Scotia, B2Y 1L1",3,1,None,No,,,"House, 3 bed, 1 bath, Pet Friendly, Dishwasher, Deck, Courtyard, Deck, Dishwasher, Electric Heat, Fenced Yard, Fridge, Parking, Pet Friendly, Stove, Washer and Dryer",,2024-03-15
"18 Russell Lake Drive,, Dartmouth, Nova Scotia, B2W 6E7",3,1.5,None,No,,,"House, 3 bed, 1.5 bath, Pet Friendly, 2 Open Parking Spaces, Dishwasher, Workshop, Deck, Outdoor Entertaining, Deck, Dishwasher, Fenced Yard, Finished rec room, Fridge, Hardwood & Laminate, Parking, Pet Friendly, Storage, Stove, Washer and Dryer",,2024-03-15
"6/220 Prince Arthur Avenue,, Dartmouth, Nova Scotia, B2Y 3K3",1,1,None,No,,,"Unit, 1 bed, 1 bath, Pet Friendly, Balcony, Balcony, Fully Renovated, Great Location, On Site Laundry, Parking, Small Pet Friendly, Stainless Steel Appliances",,2024-03-15
"7/220 Prince Arthur,, Dartmouth, Nova Scotia, B2Y 3K3",1,1,None,No,,,"Serviced Apartment, 1 bed, 1 bath, On Site Laundry, Parking, Small Pet Friendly",,2024-03-15
"14 Chadwick Place,, Halifax, Nova Scotia, B3M 2N2",3,1.5,None,No,,,"House, 3 bed, 1.5 bath, Pet Friendly, Deck, Back Deck, Central Location, Fridge and stove, Oil heat, Parking, Pet Friendly, Washer and Dryer",,2024-03-15
"3 Banook Avenue,, Dartmouth, Nova Scotia, B3A 2L3",2,1.5,None,No,,,"Flat, 2 bed, 1.5 bath, 2 Open Parking Spaces, Furnished, Deck, Dishwasher, Excellent Location, Fridge, Fully Renovated, Hardwood floors, Natural gas heat, Pet Friendly, Stove, Washer and Dryer",,2024-03-15
"105.5 Hawthorne Street,, Dartmouth, Nova Scotia, B2Y 2Z1",2,1,None,No,,,"Flat, 2 bed, 1 bath, Pet Friendly, Open Parking Spaces, Furnished, Dishwasher, Dishwasher, Electric Heat, Fridge, Hardwood floor, Parking, Pet Friendly, Stove, Tile Floor, Washer and Dryer",,2024-03-15
"Lower/3703 Lynch Street,, Halifax, Nova Scotia, B3K 3L3",2,1,None,No,,,"Flat, 2 bed, 1 bath, Pet Friendly, Back yard, Electric Heat, Fridge, Laminate floor, Small Pet Friendly, Stove, Washer and Dryer",,2024-03-15
"1/27 Beaver Crescent,, Cole Harbour, Nova Scotia, B2V 1C8",2,1,None,No,,,"Flat, 2 bed, 1 bath, Pet Friendly, Back yard, Balcony, Deck, Electric Heat, Fridge, Laminate floor, Parking, Small Pet Friendly, Stove, Washer and Dryer",,2024-03-15
"A/29 Pine Street,, Dartmouth, Nova Scotia, B2Y 2W6",3,1,None,No,,,"Flat, 3 bed, 1 bath, Pet Friendly, Open Parking Spaces, Dishwasher, Deck, Deck, Dishwasher, Electric Heat, Fridge, Laminate floor, Parking, Stove, Washer and Dryer",,2024-03-15
"29B Pine Street,, Dartmouth, Nova Scotia, B2Y 2W6",3,1,None,No,,,"Flat, 3 bed, 1 bath, Pet Friendly, Open Parking Spaces, Deck, 1 Parking Space, Balcony, Deck, Dishwasher, Electric Heat, Fridge, Laminate floor, Parking, Pet Friendly, Stove, Washer and Dryer",,2024-03-15
"31A Pine Street,, Dartmouth, Nova Scotia, B2Y 2W6",2,1,None,No,,,"Townhouse, 2 bed, 1 bath, Pet Friendly, Deck, Dishwasher, Electric Heat, Ensuite bathroom, Fridge, Hardwood floor, Parking, Pet Friendly, Stove, Washer and Dryer",,2024-03-15
"401-116 Larry Uteck Blvd,, Halifax, Nova Scotia, B3M 4Y1",2,2,None,No,,,"Apartment, 2 bed, 2 bath, Balcony, Dishwasher, Electric fireplace, Electric Heat, Fridge, Hardwood floor, Stove, Underground parking, Washer and Dryer, Water views",,2024-03-15
"704 /5839 Cunard Street,, Halifax, Nova Scotia, B3K 0B9",2,2,None,No,,,"House, 2 bed, 2 bath, Pet Friendly, Furnished, Air conditioning, Balcony, Dishwasher, Electric fireplace, Electric Heat, Ensuite bathroom, Fridge, Hardwood floor, Small Pet Friendly, Stove, Underground parking, Walk in closet, Washer and Dryer",,2024-03-15
"3 Nowlan Street,, Dartmouth, Nova Scotia, B2Y 2Z4",3,1.5,None,No,,,"Townhouse, 3 bed, 1.5 bath, Pet Friendly, Spa, Deck, Outdoor Entertaining, Deck, Dishwasher, Electric Heat, Finished rec room, Fridge, Hardwood floor, Pet Friendly, Stove, Washer and Dryer, Water views",,2024-03-15
