,Rent,Bedrooms,Bathrooms,Parking,Size,Seller Name,Latitude,Longitude,Address,Parking Cost,Heat,Water,Hydro,Balcony,Yard,Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer,bathroom_p5,bedroom_den,bachelor_studio,major_region,minor_region,Furnished_Yes,Air Conditioning_Yes,Seller_Professional,walkScore,transitScore,bikeScore,Cleaned Seller Name
305,2800,2,2,0,1367,,44.6990584,-63.69940796,"419 Kearney Lake Road, Bedford, NS",100.0,1,1,0,1,0,1,0,1,1,0,1,0,Bedford,Bedford Basin,False,True,True,29,30,49,Not Given
306,1785,2,1,1,680,,44.65862035,-63.59945415,"5834 Macara Street, Halifax, NS",0.0,1,1,0,0,0,0,1,0,0,0,0,0,Halifax Peninsula,NorthEnd,False,False,True,98,65,79,Not Given
307,1400,0,1,1,600,,44.65116463,-63.595225,B3K4V6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,Halifax Peninsula,WestEnd,False,False,False,96,68,88,Owner
308,1545,0,1,0,603,www.metcap.com,44.68706525,-63.58056554,"35 Leaman Drive, Dartmouth, NS, B3A 2K6",1.0,1,1,0,0,0,0,1,0,0,0,0,1,Dartmouth,Burnside,False,False,True,54,49,43,Metcap
309,1530,2,1,1,800,,44.647225,-63.5903179,"Robie St, Halifax, NS B3K 4R8",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,Downtown,False,False,False,80,62,73,Owner
310,2850,2,2,0,850,,44.6380516,-63.5755447,"5633 Fenwick Street, Halifax, NS",1.0,1,1,0,1,0,1,0,1,1,0,1,0,Halifax Peninsula,SouthEnd,True,False,False,97,66,66,Owner
311,1995,0,1,0,450,www.templetonproperties.ca,44.6380516,-63.5755447,"5633 Fenwick St., Halifax, NS, B3H 1R1",1.0,1,1,0,1,0,1,0,1,0,0,0,1,Halifax Peninsula,SouthEnd,False,False,True,97,66,66,Templetonproperties
312,1250,0,1,0,500,,44.6337041,-63.57745182,"5760 Inglis Street, Halifax, NS",1.0,1,1,0,1,0,0,1,0,1,0,0,1,Halifax Peninsula,SouthEnd,False,False,False,89,62,69,Owner
313,2100,1,1,1,600,,44.657,-63.59605,"2710 Agricola Street, Halifax, NS",,1,1,1,1,0,1,0,1,1,0,0,0,Halifax Peninsula,NorthEnd,True,True,False,97,67,83,Owner
314,2300,1,1,1,600,,44.657032,-63.5959942,"2710 Agricola Street, Halifax, NS",0.0,1,1,1,1,0,1,0,1,1,0,0,0,Halifax Peninsula,NorthEnd,True,True,False,97,67,83,Owner
315,2450,1,1,0,736,,44.643897671428576,-63.61801616,"Halifax, NS B3L 1N1",1.0,0,1,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,WestEnd,False,True,False,84,61,59,Owner
316,2028,1,1,0,747,www.metcap.com,44.65635,-63.65017,"200 Willet Street, Halifax, NS, B3M 3C5",,0,0,0,0,0,0,1,0,0,0,0,0,Mainland Halifax,Clayton Park,False,False,True,70,51,41,Metcap
317,2471,2,1,0,981,www.metcap.com,44.65635,-63.65017,"200 Willet Street, Halifax, NS, B3M 3C5",,0,0,0,0,0,0,1,0,0,0,0,0,Mainland Halifax,Clayton Park,False,False,True,70,51,41,Metcap
318,1794,1,1,0,1047,www.metcap.com,44.6855422,-63.58271864,"65 Primrose Street, Dartmouth, NS, B3A 4C5",,1,1,0,0,0,0,1,1,1,0,0,0,Dartmouth,Burnside,False,False,True,60,50,41,Metcap
319,2795,2,2,0,976,killamreit.com,44.64372135,-63.57006351,"5121 Bishop Street, Halifax, NS, B3J 0E5",2.0,1,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,False,True,True,97,72,61,Killamreit
320,1500,1,1,1,600,,44.650319,-63.5959872,"Chebucto Road, Halifax, NS",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,WestEnd,False,False,False,83,63,71,Owner
321,1500,1,1,1,1616,,44.6717524,-63.518409,"NS-207, Dartmouth, NS, B2X2T3",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Dartmouth,Cole Harbour,False,False,False,78,48,76,Owner
322,3200,3,2,1,1200,,44.64482765,-63.61219876,"2470 Quinn St, Halifax, NS B3L 3E7",0.0,1,1,0,0,0,1,0,1,1,0,1,0,Halifax Peninsula,WestEnd,False,False,False,82,61,68,Owner
323,1245,2,2,1,1600,,44.6380516,-63.5755447,"5633 Fenwick St, Halifax, NS B3H 4M2",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,SouthEnd,True,True,False,97,66,66,Owner
324,2532,2,2,0,1154,www.metcap.com,44.69917,-63.66665,"22 BEDROS LANE, Bedford, NS, B3M 4W9",,0,0,0,0,0,0,1,0,1,0,0,0,Bedford,Bedford Basin,False,False,True,56,38,25,Metcap
325,2522,2,2,0,1154,www.metcap.com,44.6991201,-63.6666221,"22 BEDROS LANE, Bedford, NS, B3M 4W9",2.0,0,0,0,0,0,0,1,0,1,0,0,0,Bedford,Bedford Basin,False,False,True,56,38,25,Metcap
326,1760,1,1,0,700,,44.64235626428572,-63.59768921,"Halifax, NS B3H 2K5",1.0,1,1,0,0,0,0,1,0,1,0,0,0,Halifax Peninsula,WestEnd,False,False,False,96,64,68,Owner
327,1995,2,1,0,1000,,44.6567855,-63.6320172,"Dutch Village Road, Halifax, NS",99.0,0,1,0,0,0,1,0,1,1,0,0,0,Mainland Halifax,Clayton Park,False,False,False,87,58,73,Owner
328,1800,1,1,0,500,,44.65116151,-63.58290251,"Halifax, NS B3K 1A3",1.0,1,0,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,False,True,False,97,72,73,Owner
329,1995,2,1,0,843,theloftsatgreenvale.com,44.669074300000005,-63.56464271,"19 Irishtown Road, Dartmouth, NS, B2Y 0B7",1.0,1,1,0,0,0,1,0,1,1,0,1,0,Dartmouth,Dartmouth Downtown,False,False,True,94,65,78,Theloftsatgreenvale
330,1125,0,1,0,750,,44.6358399,-63.57887297,"1104 Tower Road, Halifax, NS",100.0,1,1,0,0,0,0,1,0,1,0,0,1,Halifax Peninsula,SouthEnd,False,False,False,87,65,69,Owner
331,2395,1,1,0,1000,,44.63950371,-63.57804141,"Halifax, NS B3J 2K8",175.0,1,1,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,True,99,67,67,Not Given
332,2450,1,1,0,500,www.templetonproperties.ca,44.6380516,-63.5755447,"5633 Fenwick St., Halifax, NS, B3H 1R1",2.0,1,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,True,True,97,66,66,Templetonproperties
333,1795,2,1,0,700,,44.68344483333333,-63.5443189,"Dartmouth, NS B2X 2X4",50.0,1,1,1,0,0,0,1,0,1,0,0,0,Dartmouth,Dartmouth Downtown,False,False,True,71,46,51,Not Given
334,2200,2,1,0,1000,,44.63621694,-63.57602234,"Halifax, NS B3H 1M9",150.0,1,1,0,1,0,0,1,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,True,93,64,65,Not Given
335,2900,2,2,1,800,templetonproperties.rhenti.com,44.6380516,-63.5755447,"5633 Fenwick Street, Halifax, NS, B3H 4M2",0.0,0,0,0,1,0,1,0,1,1,1,0,0,Halifax Peninsula,SouthEnd,False,True,True,97,66,66,Templetonproperties
336,2100,0,1,1,500,templetonproperties.rhenti.com,44.6380516,-63.5755447,"5633 Fenwick Street, Halifax, NS, B3H 4M2",0.0,0,0,0,1,0,1,0,1,1,0,0,1,Halifax Peninsula,SouthEnd,False,True,True,97,66,66,Templetonproperties
337,2100,1,1,0,790,,44.6539721,-63.6104523,"6433 Young Street, Halifax, NS",1.0,1,1,1,0,0,1,0,1,1,0,0,0,Halifax Peninsula,WestEnd,False,True,False,84,65,67,Owner
338,2295,2,2,0,1260,,44.7252049,-63.7483418,"Appaloosa Run, Hammonds Plains, NS",75.0,1,1,0,1,0,1,0,1,1,0,0,0,Bedford,Hammonds Plains,False,True,False,15,13,28,Owner
339,2600,2,1,1,1100,,44.653213,-63.5959028,"6107 Willow Street, Halifax, NS",0.0,1,1,1,0,1,0,0,0,0,0,0,0,Halifax Peninsula,NorthEnd,False,False,False,96,69,92,Owner
340,1750,0,1,0,460,,44.6390609,-63.5718388,"Tobin Street, Halifax, NS",1.0,1,1,1,1,0,0,1,1,1,0,0,1,Halifax Peninsula,SouthEnd,False,False,False,95,65,54,Owner
341,2450,2,2,0,1300,,44.6514021,-63.65377401,"Halifax, NS B3S 0B6",,1,1,1,1,0,1,0,1,1,0,0,0,Mainland Halifax,Clayton Park,False,False,False,44,43,31,Owner
342,2600,2,2,0,1300,,44.6514021,-63.65377401,"Halifax, NS B3S 0B6",,1,1,1,1,0,1,0,1,1,0,0,0,Mainland Halifax,Clayton Park,False,False,False,44,43,31,Owner
343,2500,2,1,1,900,,44.651023,-63.5934267,"2315 Clifton Street, Halifax, NS, B3K 4T9",0.0,1,1,1,0,0,0,1,0,1,0,0,0,Halifax Peninsula,WestEnd,True,False,True,96,69,92,Not Given
344,2500,2,1,1,950,,44.670911700000005,-63.58658043,"7 Jamieson Street, Dartmouth, NS",0.0,1,1,1,0,0,0,1,0,0,0,0,0,Dartmouth,Dartmouth Downtown,True,False,False,78,62,64,Owner
345,2900,2,1,0,1100,www.templetonproperties.ca,44.6380516,-63.5755447,"5633 Fenwick St., Halifax, NS, B3H 1R1",2.0,1,1,0,1,0,1,0,1,1,1,0,0,Halifax Peninsula,SouthEnd,False,False,True,97,66,66,Templetonproperties
346,2600,2,1,0,750,www.templetonproperties.ca,44.6380516,-63.5755447,"5633 Fenwick St., Halifax, NS, B3H 1R1",2.0,1,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,True,97,66,66,Templetonproperties
347,2995,2,2,0,1350,,44.6288627,-63.5770898,"Tower Road, Halifax, NS",1.0,1,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,False,77,53,59,Owner
348,2295,2,2,0,1385,,44.7252049,-63.7483418,"Appaloosa Run, Hammonds Plains, NS",1.0,1,1,0,1,0,1,0,1,1,0,1,0,Bedford,Hammonds Plains,False,True,False,15,13,28,Owner
349,1995,1,1,0,1117,,44.7003455,-63.6089219,"48 Seapoint Rd, Dartmouth, NS B3B 1B7",1.0,0,0,0,1,0,1,0,1,1,0,0,0,Dartmouth,Burnside,False,True,False,42,47,40,Owner
350,1935,1,1,0,820,www.hazelviewproperties.com,44.665034950000006,-63.67377188,"26 Carrington PL, Halifax, NS, B3S 1J8",1.0,1,1,0,1,0,1,0,0,1,0,0,0,Mainland Halifax,Clayton Park,False,False,True,56,50,17,Hazelviewproperties
351,1949,2,1,0,900,,44.65243,-63.6078,"6416 London St, Halifax, NS B3L 1X4",1.0,0,0,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,WestEnd,False,False,False,85,66,73,Owner
352,2500,1,1,1,1200,,44.638117,-63.5716494,"Kent St, Halifax, NS B3H",0.0,1,1,1,0,0,1,0,0,0,0,0,0,Halifax Peninsula,SouthEnd,True,True,False,95,65,54,Owner
353,1600,0,1,0,800,,44.66549053,-63.61050368,"Duffus St, Halifax, B3K 2R4",1.0,0,0,0,0,0,0,0,0,0,0,0,1,Halifax Peninsula,NorthEnd,True,True,False,85,51,65,Owner
354,2210,1,1,0,768,www.capreit.ca,44.6491742,-63.5776897,"1881 Brunswick Street, Halifax, NS, B3J 3L8",1.0,1,1,0,1,0,0,1,1,1,0,0,0,Halifax Peninsula,Downtown,False,False,True,99,73,63,Capreit
355,1895,1,1,0,1000,,44.7252049,-63.7483418,"Appaloosa Run, Hammonds Plains, NS",1.0,1,1,0,1,0,1,0,1,1,1,1,0,Bedford,Hammonds Plains,False,True,False,15,13,28,Owner
356,1795,1,1,1,1000,,44.65776205,-63.63365338,"52 Supreme Ct, Halifax, NS B3N 2L4",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Mainland Halifax,Clayton Park,False,True,False,87,58,71,Owner
357,2345,2,2,1,1250,,44.6989677,-63.6618873,"Halifax, NS B3M 0A1",0.0,1,1,0,1,0,1,0,1,1,0,1,0,Bedford,Bedford Basin,False,False,False,56,38,28,Owner
358,1710,1,1,0,700,,44.63987,-63.57299,"Halifax, NS B3J 2E7",75.0,1,1,1,0,0,0,1,0,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,False,98,67,56,Owner
359,1995,2,1,0,899,,44.65901,-63.63176,"Dutch Village Road, Halifax, NS",99.0,0,1,0,0,0,1,0,1,1,0,0,0,Mainland Halifax,Clayton Park,False,False,False,87,58,73,Owner
360,1860,2,1,1,850,,44.766,-63.68521,"52 Seawood Avenue, Lower Sackville, NS",0.0,0,1,0,1,1,1,0,1,1,0,0,0,Sackville,Lower Sackville,False,True,False,74,44,25,Owner
361,2950,2,1,1,1000,,44.63897,-63.59433,"Halifax, NS B3H 2B1",0.0,1,1,1,1,0,1,0,1,1,0,0,0,Halifax Peninsula,SouthEnd,True,True,False,80,63,70,Owner
362,2200,1,1,1,650,,44.63528,-63.57,"960 Barrington St, Halifax, B3H 2P7",0.0,1,1,0,1,0,0,1,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,False,90,61,63,Owner
363,2800,2,2,0,1120,,44.64042,-63.56967,"1212 Hollis St, Halifax, NS B3J 1A2",1.0,1,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,True,False,93,65,64,Owner
364,2695,2,2,0,1601,www.avonhurstgardens.com,44.68821,-63.56537,"5 Horizon Court, Dartmouth, NS, B3A 0C4",1.0,1,1,0,0,0,1,0,1,1,0,1,0,Dartmouth,Burnside,False,False,True,61,47,42,Avonhurstgardens
365,2095,1,1,0,615,flynnflats.com,44.64331,-63.57052,"1363 Hollis Street, Halifax, NS, B3J 1T8",160.0,0,0,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,False,False,True,97,72,61,Flynnflats
366,1995,1,1,0,936,www.444rent.com,44.6421,-63.57059,"5157 Morris Street, Halifax, NS, B3J 1A9",1.0,0,1,0,0,0,1,0,1,1,1,0,0,Halifax Peninsula,SouthEnd,False,False,True,96,67,63,444rent
367,2195,1,1,0,990,west22living.com,44.65015,-63.62388,"7037 Mumford Rd, Halifax, NS, B3L 2J1",1.0,0,0,0,0,0,1,0,1,1,0,1,0,Halifax Peninsula,WestEnd,False,False,True,80,63,74,West22living
368,1995,1,1,0,608,thegeorgeresidence.com,44.64601,-63.59049,"6016 Pepperell Street, Halifax, NS, B3H 2N8",1.0,0,0,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,False,False,True,96,68,84,Thegeorgeresidence
369,2500,2,1,1,989,,44.66851,-63.54759,"Dartmouth, NS B2Y 3C7",0.0,1,1,0,1,0,1,0,0,1,0,0,0,Dartmouth,Dartmouth Downtown,True,False,False,64,48,48,Owner
370,1400,1,1,1,1505,,44.70994,-63.69949,"Tilbury Ave, Bedford, NS B4B",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Bedford,Bedford Basin,False,True,False,8,29,21,Owner
371,2695,2,2,0,1100,,44.65579,-63.59882,"Clifton Street, Halifax, NS",,1,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,NorthEnd,False,True,False,96,69,92,Owner
372,2530,2,2,1,1610,,44.7059236,-63.618124,"Windmill Rd, Dartmouth, NS, B3B 1B7",0.0,0,0,0,0,0,0,0,0,0,0,1,0,Dartmouth,Burnside,False,True,False,44,47,40,Owner
373,2295,3,1,0,1452,www.lakecrestestates.ca,44.6632766,-63.52104994,"31 Russell Lake Drive, Dartmouth, NS, B2W 6J3",1.0,1,1,0,0,0,1,0,1,1,1,0,0,Dartmouth,Cole Harbour,False,False,True,30,33,38,Lakecrestestates
374,2100,1,1,0,562,www.templetonproperties.ca,44.6370558,-63.5796629,"5778 South St., Halifax, NS, B3H 4N5",1.0,1,0,0,1,0,0,1,0,0,0,0,0,Halifax Peninsula,SouthEnd,False,False,True,94,66,70,Templetonproperties
375,2695,2,2,0,1100,,44.6556847,-63.5988028,"2735 Clifton Street, Halifax, NS",1.0,1,1,0,1,0,1,0,1,0,0,0,0,Halifax Peninsula,NorthEnd,False,True,False,97,66,82,Owner
376,2250,1,1,0,768,www.capreit.ca,44.64917,-63.57983,"1881 Brunswick Street, Halifax, NS, B3J 3L8",,1,1,0,1,0,0,1,1,1,0,0,0,Halifax Peninsula,Downtown,False,False,True,99,73,63,Capreit
377,2295,1,1,0,720,,44.65453,-63.59057,"5665 Roberts Street, Halifax, NS",1.0,1,1,0,1,0,1,0,1,1,1,0,0,Halifax Peninsula,NorthEnd,False,True,False,97,69,94,Owner
378,1975,1,1,0,667,www.capreit.ca,44.6559,-63.58508,"2334 Longard Plaza, Halifax, NS, B3K 5K6",1.0,1,1,0,1,0,0,1,0,1,0,0,0,Halifax Peninsula,Downtown,False,False,True,95,71,76,Capreit
379,1500,0,1,0,600,,44.6515,-63.59307,"2424 Robie Street, Halifax, NS",1.0,1,1,1,0,1,1,0,0,1,0,0,1,Halifax Peninsula,NorthEnd,False,False,False,97,70,96,Owner
380,2455,2,2,0,1300,,44.65944,-63.60115,"5870 Demone St, Halifax, NS B3K 4P6",75.0,1,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,NorthEnd,False,True,False,97,64,78,Owner
381,3100,2,2,0,1045,,44.65242,-63.58617,"5560 Cunard Street, Halifax, NS",1.0,0,1,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,False,True,False,98,72,89,Owner
382,2300,1,1,0,825,,44.65242,-63.58617,"Cunard Street, Halifax, NS",1.0,0,1,0,0,0,1,0,0,0,0,0,0,Halifax Peninsula,Downtown,False,True,False,97,70,95,Owner
383,1500,2,1,1,750,,44.76585,-63.68392,"74 Seawood Avenue, Lower Sackville, NS",0.0,1,1,0,0,0,0,1,0,1,0,0,0,Sackville,Lower Sackville,False,False,False,67,44,21,Owner
384,1600,1,1,1,700,,44.62855,-63.62837,"32 Tamarack Dr, Halifax, NS B3N 3G9",0.0,1,1,0,0,0,0,1,1,1,0,0,0,Mainland Halifax,Armdale,False,False,False,31,42,36,Owner
385,2600,2,2,0,840,www.templetonproperties.ca,44.6380516,-63.5755447,"5633 Fenwick St., Halifax, NS, B3H 1R1",1.0,0,0,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,SouthEnd,False,False,True,97,66,66,Templetonproperties
386,1495,2,1,1,600,,44.66494171,-63.55456848,"Dartmouth, NS B2Y 3P9",0.0,0,1,0,0,0,0,0,0,1,0,0,0,Dartmouth,Dartmouth Downtown,False,False,False,75,48,57,Owner
387,1850,1,1,0,600,www.upmi.ca,44.6673605,-63.5661516,"22-24 Dundas Street, Dartmouth, NS, B2Y 4L2",2.0,0,0,0,1,0,0,1,1,1,0,0,0,Dartmouth,Dartmouth Downtown,False,False,True,94,64,74,Upmi
388,3295,2,2,0,1313,thegeorgeresidence.com,44.64601,-63.59049,"6016 Pepperell Street, Halifax, NS, B3H 2N8",1.0,0,0,0,0,0,1,0,1,1,1,1,0,Halifax Peninsula,Downtown,False,False,True,96,68,84,Thegeorgeresidence
389,1475,0,1,0,400,www.arcmanagement.ca,44.63884,-63.57167,"Halifax, NS B3H 4K2",1.0,1,1,1,0,1,0,1,1,1,0,0,1,Halifax Peninsula,SouthEnd,False,False,True,95,65,54,Arcmanagement
390,1595,1,1,0,700,,44.64051245,-63.57409284,"1263 Queen Street, Halifax, NS",135.0,0,1,0,1,0,0,1,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,True,99,67,59,Not Given
391,2300,2,1,1,800,,44.6607592,-63.6315154,"Main Avenue, Halifax, NS",0.0,0,1,0,0,1,1,0,1,1,0,0,0,Mainland Halifax,Clayton Park,False,True,False,81,53,41,Owner
392,2100,2,1,1,800,,44.6607592,-63.6315154,"Main Avenue, Halifax, NS",0.0,0,1,0,0,1,1,0,1,1,0,0,0,Mainland Halifax,Clayton Park,False,True,False,81,53,41,Owner
393,1800,1,1,1,1000,,44.63852451666667,-63.58662088,"Halifax, NS B3H 4R2",0.0,1,1,1,1,0,1,0,0,0,0,1,0,Halifax Peninsula,SouthEnd,False,True,False,93,65,78,Owner
394,1400,0,1,0,500,,44.6453,-63.57258,"Halifax, NS B3J 1J4",,1,1,1,1,0,0,1,0,1,0,0,1,Halifax Peninsula,Downtown,True,False,False,99,73,65,Owner
395,1500,0,1,1,500,,44.6688321,-63.6095551,"Leaman Street, Halifax, NS",0.0,1,1,1,1,0,1,0,0,1,0,0,1,Halifax Peninsula,NorthEnd,True,False,False,86,51,64,Owner
396,1800,2,1,1,698,,44.6405124,-63.5740928,"Halifax, NS B3J 3L4",0.0,0,1,0,1,0,1,0,0,0,0,0,0,Halifax Peninsula,SouthEnd,True,True,False,99,67,59,Owner
397,1850,2,1,1,1000,,44.6395993,-63.5701976,"252–264 Pleasant St, Halifax, B2Y 3S1",0.0,0,0,0,0,0,0,1,0,0,0,0,0,Halifax Peninsula,SouthEnd,False,False,False,64,44,63,Owner
398,2625,2,2,0,1149,,44.64794125,-63.6046683,"2600 Beech Street, Halifax, NS",160.0,1,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,WestEnd,False,True,False,91,64,66,Owner
399,2195,2,1,1,1050,,44.66991983,-63.48985156,"Cumberland Drive, Dartmouth, NS",0.0,0,1,0,1,0,1,0,1,1,0,0,0,Dartmouth,Cole Harbour,False,False,False,67,42,51,Owner
400,1150,1,1,1,750,,44.69715478888889,-63.55078126,"Dartmouth, NS B2X 2J1",0.0,1,1,0,1,0,0,1,0,1,0,0,0,Dartmouth,Burnside,False,False,False,56,34,47,Owner
401,1650,2,1,1,760,,44.6641411,-63.53615895,"Dartmouth, NS B2Y 4B4",0.0,1,1,0,0,0,0,1,0,1,0,0,0,Dartmouth,Dartmouth Downtown,False,False,False,43,41,39,Owner
402,2095,2,1,1,1050,,44.6618076,-63.659446,"Caxton Close, Halifax, NS",0.0,1,1,0,1,0,0,1,0,0,1,0,0,Mainland Halifax,Clayton Park,False,False,False,76,55,44,Owner
403,1425,1,1,1,800,,44.66055,-63.66046,"Halifax, NS B3M 4L5",,1,1,0,1,0,0,1,0,0,0,0,0,Mainland Halifax,Clayton Park,False,False,False,74,55,43,Owner
404,1595,1,1,0,470,,44.6403754,-63.5869067,"5958 Spring Garden Rd, Halifax, NS, B3H 1Y7",1.0,1,1,0,0,0,0,0,0,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,True,92,66,77,Not Given
405,1499,1,1,0,650,www.metcap.com,44.6810465,-63.58556757,"7 Jackson Road, Dartmouth, NS, B3A 4A4",2.0,0,0,0,0,0,0,1,0,1,0,0,0,Dartmouth,Burnside,False,False,True,73,54,53,Metcap
406,1220,1,1,0,450,,44.65423,-63.60459,"Edinburgh Street, Halifax, NS",,1,1,0,1,0,0,1,0,1,0,0,0,Halifax Peninsula,NorthEnd,False,False,False,85,66,70,Owner
407,1450,1,1,1,800,,44.6608776,-63.6607175,"Halifax, NS B3M 4L5",0.0,1,1,0,1,0,1,0,0,0,0,0,0,Mainland Halifax,Clayton Park,False,False,False,74,55,43,Owner
408,2030,0,1,0,507,www.capreit.ca,44.64965625,-63.57908638,"1920 Brunswick Street, Halifax, NS, B3J 0C5",1.0,0,0,0,1,0,1,0,1,1,0,0,1,Halifax Peninsula,Downtown,False,False,True,98,73,64,Capreit
409,2045,1,1,1,660,,44.63530235,-63.57682805,"1030 South Park St, Halifax, NS B3H 2W3",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,SouthEnd,False,True,False,93,64,67,Owner
410,1350,1,1,1,1033,,44.6544427,-63.5907197,"5665 Roberts St, Halifax, NS B3K 1J5",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,NorthEnd,False,True,False,97,69,94,Owner
411,2700,3,1,1,1500,,44.672641,-63.6483029,"111 Melody Drive, Halifax, NS",0.0,1,1,1,0,1,1,0,1,1,0,0,0,Mainland Halifax,Clayton Park,False,False,True,57,50,22,Not Given
412,2805,2,1,0,1378,www.capreit.ca,44.66833,-63.56666,"101 Ochterloney St, Dartmouth, NS, B2Y 1C6",1.0,1,1,0,1,0,1,0,1,1,0,0,0,Dartmouth,Dartmouth Downtown,False,True,True,94,66,77,Capreit
413,2845,2,1,0,1378,www.capreit.ca,44.66833,-63.56666,"101 Ochterloney St, Dartmouth, NS, B2Y 1C6",,1,1,0,1,0,1,0,1,1,0,0,0,Dartmouth,Dartmouth Downtown,False,True,True,94,66,77,Capreit
414,1860,1,1,0,500,,44.629,-63.57132,"5651 Ogilvie Street, Halifax, NS",75.0,1,1,0,0,0,0,1,0,0,0,0,0,Halifax Peninsula,SouthEnd,False,False,False,47,48,61,Owner
415,1350,0,1,0,420,,44.63561,-63.57567,"5681 Rhuland St, Halifax, NS B3H 4J6",1.0,0,1,0,0,0,0,1,0,1,0,0,1,Halifax Peninsula,SouthEnd,False,False,False,93,64,65,Owner
416,1800,2,1,1,850,,44.56726,-63.55839,"Herring Cove, NS B3V 1H2",0.0,1,1,1,0,1,1,0,0,1,0,0,0,Mainland Halifax,Spryfield,False,False,False,0,0,0,Owner
417,2100,2,1,1,850,,44.64249,-63.61479,"Churchill Drive, Halifax, NS",0.0,1,1,0,1,0,0,1,1,1,0,0,0,Halifax Peninsula,WestEnd,False,False,False,82,60,46,Owner
418,1350,2,1,1,1200,,44.77128,-63.69621,"Touchstone Ct, Lower Sackville, NS B4E 2P4",0.0,0,0,0,0,0,0,0,0,0,0,1,0,Sackville,Lower Sackville,False,True,False,75,47,30,Owner
419,1375,2,1,1,1200,,44.77128,-63.69621,"Touchstone Ct, Lower Sackville, NS B4E 2P4",,0,0,0,0,0,0,0,0,0,0,1,0,Sackville,Lower Sackville,False,True,False,75,47,30,Owner
420,2500,1,1,1,1280,,44.65378,-63.59629,"Clifton St, Halifax, NS B3K",0.0,1,1,1,1,1,1,1,0,0,0,0,0,Halifax Peninsula,NorthEnd,True,True,False,96,69,92,Owner
421,1350,1,1,1,766,,44.7734627,-63.6884186,"Lower Sackville, NS B4C 1N2",0.0,1,1,1,0,0,0,1,0,1,0,0,0,Sackville,Lower Sackville,False,False,False,62,42,24,Owner
422,2095,2,2,1,1350,,44.65127209,-63.66395113,"Halifax, NS B3S 1P4",0.0,1,1,0,1,0,1,0,0,0,0,0,0,Mainland Halifax,Clayton Park,False,False,False,64,53,42,Owner
423,1725,1,1,0,539,,44.65389,-63.58637,"Gottingen Street, Halifax, NS",1.0,1,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,False,True,False,96,70,87,Owner
424,1950,1,2,1,1210,,44.702,-63.66178,"Bedford Highway, Halifax, NS",0.0,1,1,0,1,0,1,0,1,1,0,1,0,Bedford,Bedford Basin,False,True,False,56,49,24,Owner
425,1995,2,1,0,1000,,44.70672,-63.66589,"Millview Avenue, Bedford, NS",1.0,0,1,0,1,1,1,0,1,1,0,1,0,Bedford,Bedford Basin,False,True,False,53,37,18,Owner
426,1500,2,1,1,900,,44.66211,-63.63078,"18 Evans Ave, Halifax, NS B3M 1C2",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Mainland Halifax,Clayton Park,False,False,False,77,57,51,Owner
427,2100,2,2,0,1200,,44.69366,-63.6616,"Bedford Highway, Halifax, NS",1.0,1,1,0,1,0,1,0,1,1,0,0,0,Bedford,Bedford Basin,False,False,False,56,49,24,Owner
428,2595,2,2,0,1115,,44.64272,-63.57688,"Birmingham Street, Halifax, NS",1.0,1,1,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,False,True,False,10,72,74,Owner
